household_id,patta_holder_name,state,district,village,tribal_group,claim_type,claim_status,land_area,pond_count,homestead_area,water_index,forest_cover_pct,dist_to_road_km,has_pm_kisan,has_jal_jeevan,has_mgnrega
19,Holder_19,Chandigarh,District_4,Village_H,Bhils,CFR,Pending,2.1899371784657227,1,0.4143701104835654,0.7564734314593186,40.96348206351508,4.104353089110462,0,0,1
20,Holder_20,Chandigarh,District_4,Village_G,Bhils,CFR,Approved,5.38949436265367,1,0.3471726239385192,0.4138136332188377,56.8069619428525,3.7655901270353134,1,1,0
21,Holder_21,Andaman & Nicobar,District_1,Village_B,Bhils,IFR,Approved,8.178616675781408,1,0.23673891419923684,,32.07914738810784,3.3756371166044743,1,1,1
22,Holder_22,Andaman & Nicobar,District_1,Village_A,Bhils,IFR,Approved,2.911300242488601,0,0.44954998220840736,0.6840013768646892,57.781949584691375,1.3344156332900057,0,0,0
23,Holder_23,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,2.8351706734084536,2,0.1051628911923968,0.38620381063497145,71.00419792301719,0.6697136130389602,1,1,1
24,Holder_24,Chandigarh,District_4,Village_H,Gond,IFR,Approved,4.326261785391393,0,0.19067626082996947,0.15112075363869906,26.624022965353987,2.9655647831646377,0,0,0
25,Holder_25,Chandigarh,District_4,Village_H,Gond,IFR,Approved,8.999106576987527,1,0.3267571184998144,0.15946768710885717,78.52436892839299,2.85765360098928,0,0,1
26,Holder_26,Andaman & Nicobar,District_1,Village_B,Santhal,IFR,Approved,0.5042064236534749,1,0.24061690401987923,0.1922902410445631,37.04576959957649,1.1042480448073904,0,1,0
27,Holder_27,Andaman & Nicobar,District_1,Village_B,Gond,CR,Pending,9.063139418098382,2,0.3441509981273311,0.7957450586749303,28.70810796029432,0.4699841327128279,0,0,0
28,Holder_28,Andaman & Nicobar,District_1,Village_B,Bhils,CFR,Approved,1.9611667340952739,0,0.10964407736346674,0.47778114060496346,39.505782775720334,0.5874005801311327,0,0,0
29,Holder_29,Chandigarh,District_4,Village_H,Gond,CFR,Approved,9.90582057264108,3,0.14658357219268503,0.6703058954757892,16.607823313270142,4.965300735261122,0,0,0
30,Holder_30,Chandigarh,District_4,Village_H,Bhils,CR,Approved,9.571046433865448,3,0.1508384960873757,0.41432746848391466,18.799413455848097,3.961202694765842,0,1,1
31,Holder_31,Andaman & Nicobar,District_1,Village_A,Santhal,CFR,Approved,5.199414301117192,1,0.17571345836640379,0.3069687579325076,39.0103832877832,4.625539884632828,0,0,1
32,Holder_32,Andaman & Nicobar,District_1,Village_A,Gond,IFR,Approved,5.370842354219968,2,0.2837325763202171,0.37775373404976953,63.371116535737,1.136262666734544,0,0,1
33,Holder_33,Chandigarh,District_4,Village_H,Santhal,CFR,Approved,5.074718732620616,0,0.4008514798174285,0.7353458762537469,73.02185677021436,4.810728974352489,1,0,0
34,Holder_34,Andaman & Nicobar,District_1,Village_B,Gond,IFR,Approved,6.536714633765465,0,0.46221553517156044,0.6001729000251506,56.53725935013896,0.8847408870711779,0,0,0
35,Holder_35,Andaman & Nicobar,District_1,Village_B,Bhils,CR,Approved,1.3618561712318449,1,0.4341490121136985,0.8501118239663217,17.36536886667188,2.6435927771190615,0,0,1
36,Holder_36,Andaman & Nicobar,District_1,Village_A,Santhal,IFR,Approved,0.8098705092448818,1,0.17875514871027343,0.6437638228614672,57.04138335263745,4.182539285201907,0,1,1
37,Holder_37,Chandigarh,District_4,Village_H,Gond,CFR,Approved,1.0481778199510392,0,0.276460220892253,0.5561453054037552,54.47995444920804,1.8790561016555811,0,0,0
38,Holder_38,Andaman & Nicobar,District_1,Village_A,Bhils,CFR,Approved,4.721470817794387,0,0.179764639103414,,66.40347428053319,2.2391769592491224,0,0,1
39,Holder_39,Andaman & Nicobar,District_1,Village_A,Santhal,CFR,Approved,3.117705422585092,1,0.2057887266668763,0.8538971515747317,67.76740666565266,0.8152885294356698,1,0,1
40,Holder_40,Chandigarh,District_4,Village_G,Santhal,CR,Pending,6.409375842524441,0,0.30141879260475446,0.7305607438933649,70.77421530452852,0.7900250239950692,0,0,1
41,Holder_41,Chandigarh,District_4,Village_G,Gond,CR,Approved,9.9282017490604,3,0.12724360988940903,0.11923298989315026,38.989206020536884,3.173927478937566,1,1,0
42,Holder_42,Chandigarh,District_4,Village_G,Gond,CFR,Approved,,1,0.1872697318373093,0.5273117569085578,58.8505076746501,3.4425553693762723,1,0,0
43,Holder_43,Andaman & Nicobar,District_1,Village_B,Gond,IFR,Approved,5.951491913992877,0,0.47415126452284695,0.6506707292372519,28.777525124561752,3.9311960675945277,0,0,0
44,Holder_44,Chandigarh,District_4,Village_H,Bhils,CR,Pending,4.448237011119687,1,0.28644651706339563,0.6989587827513241,79.9535395988453,2.872073852872417,0,0,1
45,Holder_45,Chandigarh,District_4,Village_H,Gond,CFR,Approved,8.549080843357665,2,0.27815461039114886,0.27051369545114934,22.273396896380195,3.2996446028542685,1,0,0
46,Holder_46,Chandigarh,District_4,Village_H,Santhal,CFR,Approved,9.071245832891261,1,0.10582686190051156,0.7937418835610818,10.708010216258506,0.2648829041586563,1,0,0
47,Holder_47,Chandigarh,District_4,Village_H,Santhal,CR,Approved,8.83487831594997,1,0.1989598988233383,0.864674517740131,20.416610016272323,0.9784194902585026,0,1,1
48,Holder_48,Chandigarh,District_4,Village_G,Gond,CR,Approved,9.756536267452947,2,0.4465169743928725,0.28937224467589584,64.31106026808887,4.927590876881142,1,0,0
49,Holder_49,Andaman & Nicobar,District_1,Village_B,Gond,CR,Approved,0.7614322588339453,3,0.1658513713034675,0.8060923660137966,41.27485735557481,0.5647688303159926,1,1,0
50,Holder_50,Andaman & Nicobar,District_1,Village_B,Santhal,IFR,Approved,,0,0.26604997581388845,0.17758301001287632,41.32501734672998,3.4581834668491758,0,0,1
51,Holder_51,Chandigarh,District_4,Village_G,Bhils,IFR,Approved,7.641835643871386,2,0.1057323623468005,0.14456546889219615,76.8516043728168,1.045196638552238,1,0,1
52,Holder_52,Andaman & Nicobar,District_1,Village_B,Gond,CFR,Pending,2.6725968893034655,1,0.29133419266822236,0.2033790400821995,74.3744435619652,3.640249211684681,0,0,1
53,Holder_53,Chandigarh,District_4,Village_G,Gond,CR,Approved,9.585040887181512,0,0.10840844269048687,0.14619286357362882,31.783631646280643,3.5887539342175687,0,1,0
54,Holder_54,Chandigarh,District_4,Village_H,Santhal,IFR,Approved,1.907690318184482,2,0.4278438212263199,0.7760097897246208,24.634069014660632,1.324155486982833,1,0,1
55,Holder_55,Chandigarh,District_4,Village_G,Gond,CR,Approved,6.95572430777213,0,0.42994150699484146,0.14724011556661756,69.39375469536178,1.49424511625218,1,0,1
56,Holder_56,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,2.6364570597511685,0,0.41509687532094797,0.3173313530909244,73.42133497310542,3.3428994252900237,0,0,0
57,Holder_57,Chandigarh,District_4,Village_H,Santhal,IFR,Approved,4.598116163353709,2,0.2133456275564473,0.1830050748286851,47.91178459589408,2.0724129861450256,0,1,1
58,Holder_58,Andaman & Nicobar,District_1,Village_A,Gond,IFR,Approved,7.332019020973405,0,0.43489488728872727,0.33633762905101194,54.05965977819704,1.1338302545595742,1,0,0
59,Holder_59,Chandigarh,District_4,Village_G,Santhal,IFR,Approved,5.851584099313944,3,0.3171992530421077,0.1724475740807364,27.983999928460538,3.712062074179913,1,0,0
60,Holder_60,Andaman & Nicobar,District_1,Village_A,Gond,CFR,Approved,4.561267397617061,2,0.249523243546801,0.6344026005944112,66.05618815849672,0.9399081168144039,1,1,0
61,Holder_61,Chandigarh,District_4,Village_G,Gond,CR,Approved,3.600215093853879,3,0.3501319838816932,0.20666145307406014,54.248569991431616,4.307089587895744,1,1,0
62,Holder_62,Chandigarh,District_4,Village_G,Gond,IFR,Approved,8.476766729233507,1,0.10493641842414961,0.7814767406711103,45.245945790859764,2.670413715448772,1,0,0
63,Holder_63,Andaman & Nicobar,District_1,Village_A,Bhils,CFR,Approved,1.8662363279907304,0,0.15718435104030087,0.7537528405813129,14.207598925487709,0.7073628986206433,0,0,1
64,Holder_64,Andaman & Nicobar,District_1,Village_A,Bhils,CR,Approved,4.585977327033101,1,0.3969174152681051,0.11092934837648755,74.11544737578076,3.5315472009487254,0,0,0
65,Holder_65,Chandigarh,District_4,Village_G,Santhal,CFR,Pending,9.08569693186385,1,0.1976646434864612,0.8165810844120917,53.081599426908426,2.6919825899577945,0,0,1
66,Holder_66,Andaman & Nicobar,District_1,Village_B,Gond,CR,Approved,8.535570729369693,0,0.33920364693149985,0.12315545339469365,23.48837662850776,1.6306763446150856,1,1,1
67,Holder_67,Chandigarh,District_4,Village_H,Gond,CFR,Approved,4.3089467434939435,2,0.2540410411292119,0.2917166279660453,52.4470281888137,2.2281890250745033,1,0,0
68,Holder_68,Andaman & Nicobar,District_1,Village_A,Bhils,CR,Approved,7.7495294542124284,0,0.4419223115197046,,57.422434796798136,1.632021169219994,0,1,0
69,Holder_69,Chandigarh,District_4,Village_H,Gond,IFR,Approved,8.320027891734163,1,0.48096612239865744,0.36867478963145284,46.803923567825784,1.4625240115653633,0,0,1
70,Holder_70,Andaman & Nicobar,District_1,Village_B,Bhils,CR,Approved,8.944430528034482,1,0.4534258913480762,0.5110932205706173,60.267121656921574,0.9853204200498185,0,0,1
71,Holder_71,Andaman & Nicobar,District_1,Village_B,Gond,CFR,Approved,5.672804805967666,2,0.20824799787743867,0.7373158952121105,50.7017763550037,1.941282239059884,0,0,0
72,Holder_72,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,2.442378417519762,0,0.1776651476184329,,76.34387074225037,1.4047385903171394,0,1,0
73,Holder_73,Andaman & Nicobar,District_1,Village_A,Gond,CR,Approved,2.9254362267873506,1,0.28977395744829404,0.6643920197384934,13.758795501951479,3.480485537858802,0,0,1
74,Holder_74,Andaman & Nicobar,District_1,Village_B,Gond,IFR,Approved,3.30909940339524,3,0.10293366033447211,0.2500035656951843,17.437199592869234,3.4826083575838704,0,0,0
75,Holder_75,Andaman & Nicobar,District_1,Village_A,Bhils,IFR,Approved,6.141123567691348,1,0.1103237571452727,0.7004787653953012,22.15701458680379,2.6088331642670646,0,0,1
76,Holder_76,Andaman & Nicobar,District_1,Village_B,Gond,CR,Approved,0.8116914292217802,1,0.32131625584920004,0.2887972847273901,58.31197494230325,3.934133731857541,0,1,1
77,Holder_77,Chandigarh,District_4,Village_H,Gond,CR,Approved,6.542403453409698,2,0.3081797616661144,0.21483580475501435,55.19171109248661,4.238430651229032,0,1,0
78,Holder_78,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,3.961365265068204,3,0.497832795614104,0.24832708029924344,72.44412021467858,2.982878995684511,1,0,0
79,Holder_79,Chandigarh,District_4,Village_G,Santhal,IFR,Approved,,1,0.18073673414550326,0.2456505031054843,61.30142170187289,3.170888781264482,0,0,0
80,Holder_80,Chandigarh,District_4,Village_H,Santhal,CR,Approved,8.855217421917201,1,0.20324157166418738,0.510290303501593,45.584884129521456,1.5578523669745528,1,1,1
81,Holder_81,Chandigarh,District_4,Village_G,Bhils,IFR,Approved,4.87002275801759,3,0.1454162569305147,0.7758380649505169,79.42822547245412,4.495372163386495,1,1,0
82,Holder_82,Chandigarh,District_4,Village_H,Bhils,CR,Approved,1.4030039325605814,0,0.4670172038614979,0.1636840615940045,28.62755693185094,0.3161890132281432,0,0,0
83,Holder_83,Andaman & Nicobar,District_1,Village_A,Bhils,CR,Approved,8.354094296249347,0,0.41112449778338034,0.6655650547947382,68.32341618498177,1.873291853325659,0,0,1
84,Holder_84,Chandigarh,District_4,Village_H,Bhils,IFR,Approved,0.9525919456468127,1,0.42893564458273903,0.6234771677222861,39.875326053574355,3.664642023439309,1,0,0
85,Holder_85,Chandigarh,District_4,Village_G,Bhils,CR,Approved,7.404117629597868,1,0.46110551518580356,0.79801596146349,55.41145972130139,0.5844296464215739,1,0,0
86,Holder_86,Chandigarh,District_4,Village_G,Santhal,CR,Approved,7.8521091068213185,0,0.3099599946903353,0.2953180484055258,60.90879293167038,1.0792137316558046,1,1,1
87,Holder_87,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,3.849724756324153,2,0.2804772765802895,0.4600878869480237,54.36278610332354,3.0285714937416857,1,0,0
88,Holder_88,Andaman & Nicobar,District_1,Village_A,Bhils,CR,Approved,8.335484634638973,3,0.23215658946624662,0.840661899554814,19.83551121760153,2.887969623025078,0,0,1
89,Holder_89,Chandigarh,District_4,Village_H,Gond,CR,Approved,5.398764355636308,3,0.3356858457391422,0.6279947601082537,41.00657075235529,3.7468558214285843,0,0,1
90,Holder_90,Andaman & Nicobar,District_1,Village_B,Bhils,CR,Approved,4.901289706091569,2,0.281711358715929,0.4110147302892776,49.300686455318704,4.100540667623225,0,1,0
91,Holder_91,Chandigarh,District_4,Village_H,Gond,CFR,Approved,,2,0.28062623464223,0.2051299062842148,69.43306314250177,0.8171819768560118,0,0,0
92,Holder_92,Chandigarh,District_4,Village_H,Bhils,IFR,Approved,3.255277339664606,2,0.4747711454924556,0.30998800632047285,41.05520241590006,0.28822875092116185,0,0,0
93,Holder_93,Andaman & Nicobar,District_1,Village_B,Bhils,CFR,Approved,9.344594723410347,2,0.4936126057116521,0.5649723819915067,74.3123113362976,3.5102648943627495,1,0,1
94,Holder_94,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,4.22232765119325,2,0.41859375573183233,0.674534358048411,40.826195611764746,1.6466806196785242,0,0,0
95,Holder_95,Andaman & Nicobar,District_1,Village_B,Gond,IFR,Approved,,2,0.40270323609877134,0.1995375094815148,48.41459014841082,3.2047227868061774,0,0,1
96,Holder_96,Andaman & Nicobar,District_1,Village_B,Gond,CFR,Approved,5.554205950350392,3,0.3722232647116406,0.5796778080352433,65.73999780599607,0.9226140226986785,1,1,1
97,Holder_97,Andaman & Nicobar,District_1,Village_B,Santhal,IFR,Approved,6.1090953533155865,2,0.1664299409334055,0.5402810230710008,50.814737909550054,2.451392223996622,1,0,0
98,Holder_98,Chandigarh,District_4,Village_H,Santhal,CFR,Approved,1.0826440786111848,0,0.12364232835026182,0.5111643573525665,77.21526506679773,2.621238781104497,0,0,1
99,Holder_99,Andaman & Nicobar,District_1,Village_B,Santhal,IFR,Approved,3.9406744205879187,2,0.3762905260453052,0.6520984941456064,56.22350813598893,3.0083735185914375,1,0,0
100,Holder_100,Andaman & Nicobar,District_1,Village_A,Santhal,CR,Approved,7.369718601884265,2,0.3915144889026304,,46.58966178473207,2.663216078386709,1,0,1
101,Holder_101,Chandigarh,District_4,Village_G,Gond,CFR,Approved,2.4053223851933376,3,0.11878919643925592,0.35839174654149475,11.651437744655711,2.579315697097827,0,0,1
102,Holder_102,Andaman & Nicobar,District_1,Village_B,Gond,CFR,Approved,,3,0.47122070009153927,0.8112097520887676,38.96130283062308,1.7971239391225065,0,0,0
103,Holder_103,Andaman & Nicobar,District_1,Village_B,Bhils,CFR,Approved,0.5958607635457349,2,0.13645625577787102,0.22850689009484057,30.94738934821123,0.541665134326814,0,0,0
104,Holder_104,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,4.656078302777992,3,0.21436021350848097,0.23841909580093149,62.36739675212424,0.629696944624843,0,0,1
105,Holder_105,Andaman & Nicobar,District_1,Village_B,Santhal,CR,Approved,,1,0.36895592511948183,0.31341765089913914,24.579437260748204,2.2821357171543375,0,1,1
106,Holder_106,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,0.9930589640794356,3,0.16794903776179054,0.19562469563766227,24.365406110585027,1.9078070135407665,1,0,1
107,Holder_107,Andaman & Nicobar,District_1,Village_B,Santhal,CR,Approved,2.315627740212025,3,0.12216635537689778,0.2842553797463021,23.266333026616373,2.6774470624375897,1,0,0
108,Holder_108,Chandigarh,District_4,Village_H,Bhils,CR,Approved,3.445803114256173,3,0.23245859566565993,0.1851294103222757,18.793092920936516,1.6632232124300812,1,0,0
109,Holder_109,Andaman & Nicobar,District_1,Village_B,Bhils,CR,Approved,,3,0.4063886299420717,0.7574019335883123,31.77049025696212,3.501968438985557,1,1,0
110,Holder_110,Chandigarh,District_4,Village_G,Bhils,CR,Approved,6.586038131624572,0,0.2654714715941041,0.2111751935092997,72.01454801103975,4.346983145645651,1,0,1
111,Holder_111,Chandigarh,District_4,Village_H,Bhils,IFR,Approved,4.451467093527623,0,0.36118916876317575,0.6978380460478855,64.24499306141685,1.6345433061769647,0,1,0
112,Holder_112,Chandigarh,District_4,Village_G,Bhils,IFR,Approved,7.711154922954569,0,0.3318476388912547,0.138331094330667,61.467585141475546,1.1263232381073371,0,0,0
113,Holder_113,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,6.2914946107405685,2,0.10888739281023217,0.8588162620111321,65.81357639549739,0.7576667564196278,1,1,1
114,Holder_114,Andaman & Nicobar,District_1,Village_B,Bhils,IFR,Approved,9.012387596743581,2,0.4954159948182827,0.6689280700222129,28.859252253070018,3.1580193947399,0,0,1
115,Holder_115,Chandigarh,District_4,Village_G,Santhal,IFR,Approved,8.271254116817584,1,0.11657123552775511,0.10543723886888944,72.12091835267415,2.330508757474733,0,0,0
116,Holder_116,Chandigarh,District_4,Village_H,Santhal,CFR,Approved,2.901729257847405,0,0.48712109505939405,0.7110852001601712,19.61123625991231,1.102475442542187,1,0,0
117,Holder_117,Andaman & Nicobar,District_1,Village_A,Santhal,CFR,Approved,3.078666487524902,2,0.31994567134575924,0.5112655366129483,33.544200870090734,3.335056319800906,1,0,1
118,Holder_118,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,1.6908865200276635,3,0.48526361082602665,0.7234921362680958,51.072368327714,0.912719278425365,0,1,0
119,Holder_119,Chandigarh,District_4,Village_H,Bhils,IFR,Approved,3.701164894315837,3,0.14590143976553419,0.5179974471124708,17.203356183940045,2.8606433880701725,1,0,0
120,Holder_120,Andaman & Nicobar,District_1,Village_A,Gond,IFR,Approved,,0,0.2961634076742053,0.6128198861082838,61.10911314434974,2.7303122318012707,0,1,0
121,Holder_121,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,4.354636101843079,1,0.16780163674642345,0.7290653243160324,37.10722337424325,3.7242934456932,1,0,1
122,Holder_122,Andaman & Nicobar,District_1,Village_A,Gond,CR,Approved,2.594640129546511,1,0.12038995080897696,0.42408644367028536,64.908396592588,0.46452627171520045,0,0,1
123,Holder_123,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,7.743587402517754,3,0.3470116460249246,0.10216651985636167,44.502739990922194,4.4617900728863855,1,0,0
124,Holder_124,Chandigarh,District_4,Village_G,Bhils,CR,Approved,5.653474532895233,1,0.1831133683846766,0.7799571967561508,22.661216709773544,3.5743602855047336,0,0,0
125,Holder_125,Andaman & Nicobar,District_1,Village_A,Santhal,CR,Approved,1.921213770506049,0,0.3350788073150184,0.4047122900997301,61.433326794874105,1.2374047920740585,1,1,1
126,Holder_126,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,4.116551971028224,3,0.14494579277959427,0.49683418081326647,27.65007690872605,1.0803456733267505,0,0,1
127,Holder_127,Andaman & Nicobar,District_1,Village_B,Santhal,CFR,Approved,4.437462297623761,2,0.2327945885730811,0.10621331372317498,44.356721088762995,2.2719690278901603,0,0,1
128,Holder_128,Andaman & Nicobar,District_1,Village_A,Gond,CFR,Approved,7.661382155407577,2,0.41265302322129893,0.49367360828007845,15.287328840983534,4.124313581814065,0,1,1
129,Holder_129,Chandigarh,District_4,Village_H,Gond,IFR,Approved,0.6963780044730924,1,0.2748206087368751,0.8891899212573836,53.25066580884257,4.246159967067714,0,0,1
130,Holder_130,Chandigarh,District_4,Village_H,Gond,CR,Approved,3.0556866445839495,3,0.3510981659589346,0.3226141286550157,56.610043635139405,2.698189242269039,0,0,1
131,Holder_131,Chandigarh,District_4,Village_H,Bhils,IFR,Approved,5.41716486249746,3,0.3589831762982184,0.41633461619390244,36.50719469809485,4.33189214089634,0,0,0
132,Holder_132,Andaman & Nicobar,District_1,Village_A,Gond,IFR,Approved,3.054044053302012,2,0.43750201759491747,0.6497519971749413,76.80959462247517,0.22612980412011474,1,0,0
133,Holder_133,Andaman & Nicobar,District_1,Village_A,Bhils,CFR,Approved,6.470123450480489,3,0.22996911776265652,0.751834934018927,71.19182450374478,0.3688382313516637,1,0,0
134,Holder_134,Andaman & Nicobar,District_1,Village_A,Gond,IFR,Approved,,3,0.3749182250330071,0.4339132992048803,59.55586410179963,4.576743649456366,0,0,1
135,Holder_135,Chandigarh,District_4,Village_G,Gond,CFR,Approved,3.936247421166016,3,0.4846463228184663,0.34773509632103405,59.95564521456199,3.921593263452397,1,0,1
136,Holder_136,Andaman & Nicobar,District_1,Village_A,Bhils,CR,Approved,9.517481955269867,1,0.39209733374314726,0.8502606399880537,27.668120045950587,2.3633890796018515,0,1,1
137,Holder_137,Andaman & Nicobar,District_1,Village_A,Bhils,CFR,Pending,6.505515242271345,3,0.2959481906870978,0.6417159733373354,55.97706617619143,3.8173286310943384,0,0,0
138,Holder_138,Andaman & Nicobar,District_1,Village_A,Gond,IFR,Approved,1.7344430365454415,0,0.35228697779677176,,23.874438566486376,4.787069416272423,0,1,0
139,Holder_139,Chandigarh,District_4,Village_G,Bhils,IFR,Approved,5.820871125712257,1,0.39587315910524323,0.1551423025077189,20.08022567438755,3.906029714630168,0,0,0
140,Holder_140,Andaman & Nicobar,District_1,Village_A,Gond,CFR,Approved,7.916952605408559,3,0.344910306277549,0.4868398806322952,79.96275259418061,4.243382402327946,0,0,0
141,Holder_141,Chandigarh,District_4,Village_H,Bhils,CFR,Approved,7.230652126181575,3,0.10667032539593567,0.276072052837818,53.566315203122194,3.8509115906722964,1,0,1
142,Holder_142,Andaman & Nicobar,District_1,Village_A,Santhal,IFR,Approved,2.134847678304964,0,0.17790939907489034,0.30318780270100276,40.16915108600334,1.0074132436809997,0,0,1
143,Holder_143,Chandigarh,District_4,Village_H,Santhal,CR,Approved,,1,0.42418728688618645,0.8021537430622786,30.171516601876593,4.201155726299536,0,0,0
144,Holder_144,Chandigarh,District_4,Village_H,Santhal,CR,Approved,4.763729634592757,2,0.20906025892499389,0.17165281945304856,52.27443105635592,1.1365223361162082,0,1,0
145,Holder_145,Chandigarh,District_4,Village_H,Santhal,CFR,Approved,2.010737535532482,2,0.3926248478244536,0.6722912921831117,13.47154557540603,4.484534374611906,1,1,1
146,Holder_146,Chandigarh,District_4,Village_G,Santhal,CR,Approved,2.211859664217405,1,0.2488480860966795,0.31691380270447045,16.627669335335653,2.4015195107891647,1,0,0
147,Holder_147,Chandigarh,District_4,Village_G,Gond,IFR,Approved,1.4332324257962648,3,0.3087537312631773,,12.299968841827745,3.4494884110929367,1,0,1
148,Holder_148,Chandigarh,District_4,Village_G,Santhal,CFR,Approved,8.133422030131875,3,0.1271893199277615,0.6779291075708357,44.94188832838632,2.586756069827089,1,0,0
149,Holder_149,Andaman & Nicobar,District_1,Village_A,Santhal,IFR,Approved,1.659289696057562,2,0.17249022441988382,0.10591352115543443,52.042464043102775,0.6511564611996897,1,0,0
150,Holder_150,Chandigarh,District_4,Village_H,Santhal,IFR,Approved,1.688689942846596,2,0.4828787854076938,0.5073083303372793,14.37358329504746,1.5954670765791923,1,0,0
151,Holder_151,Chandigarh,District_4,Village_G,Santhal,CR,Approved,8.579480340227958,2,0.45605522137876564,0.2114555859024371,60.485712724924156,4.921912899185629,0,1,0
152,Holder_152,Chandigarh,District_4,Village_G,Bhils,CFR,Approved,3.7737388022518163,0,0.36091004435962015,0.7929816244629414,26.12765500601951,4.811430808015123,1,0,1
153,Holder_153,Andaman & Nicobar,District_1,Village_A,Gond,CFR,Approved,0.7931500909266882,2,0.28385783895429495,0.7972687062899253,57.964101763890625,1.7383371087466268,0,1,0
154,Holder_154,Chandigarh,District_4,Village_G,Santhal,CR,Approved,0.9930053454249033,0,0.37030451715808954,0.43467664599500644,78.7327998024672,4.982224660377084,1,0,0
155,Holder_155,Andaman & Nicobar,District_1,Village_A,Santhal,IFR,Approved,1.850619243687008,1,0.3474441156375756,0.4555164947608644,58.37741090376958,4.258645738385118,1,0,0
156,Holder_156,Andaman & Nicobar,District_1,Village_B,Santhal,IFR,Pending,2.527236805769051,3,0.32742090224184484,0.3426263515236217,71.8235137046526,3.132605597274823,1,0,0
